7/05/2020,Front Squat,3,70,,Clean and Jerk
7/05/2020,Front Squat,3,70,,Clean and Jerk
7/05/2020,Front Squat,3,70,,Clean and Jerk
7/05/2020,Front Squat,3,70,,Clean and Jerk
12/05/2020,Snatch Balance,3,20,,Snatch
12/05/2020,Snatch Balance,3,40,,Snatch
12/05/2020,Snatch Balance,3,50,,Snatch
12/05/2020,Snatch Balance,3,60,,Snatch
12/05/2020,Snatch Balance,3,70,,Snatch
12/05/2020,Snatch Balance,3,70,,Snatch
12/05/2020,Snatch Balance,3,70,,Snatch
12/05/2020,Snatch Balance,3,70,,Snatch
12/05/2020,Snatch Balance,3,70,,Snatch
12/05/2020,Snatch Pull,3,50,,Snatch
12/05/2020,Snatch Pull,3,70,,Snatch
12/05/2020,Snatch Pull,3,90,,Snatch
12/05/2020,Snatch Pull,3,90,,Snatch
12/05/2020,Snatch Pull,3,90,,Snatch
12/05/2020,Snatch Pull,3,90,,Snatch
12/05/2020,Snatch Pull,3,90,,Snatch
12/05/2020,Back Squat,3,50,,Clean and Jerk
12/05/2020,Back Squat,3,70,,Clean and Jerk
12/05/2020,Back Squat,3,90,,Clean and Jerk
12/05/2020,Back Squat,3,100,,Clean and Jerk
12/05/2020,Back Squat,3,110,,Clean and Jerk
12/05/2020,Back Squat,1,115,,Clean and Jerk
12/05/2020,Back Squat,1,120,,Clean and Jerk
12/05/2020,Back Squat,1,125,,Clean and Jerk
15/05/2020,Front Squat,3,20,,Clean and Jerk
15/05/2020,Front Squat,3,40,,Clean and Jerk
15/05/2020,Front Squat,3,60,,Clean and Jerk
15/05/2020,Front Squat,3,70,,Clean and Jerk
15/05/2020,Front Squat,3,70,,Clean and Jerk
15/05/2020,Front Squat,3,70,,Clean and Jerk
15/05/2020,Front Squat,3,70,,Clean and Jerk
15/05/2020,Front Squat,3,70,,Clean and Jerk
15/05/2020,Clean Pull,3,70,,Clean and Jerk
15/05/2020,Clean Pull,3,70,,Clean and Jerk
15/05/2020,Clean Pull,3,70,,Clean and Jerk
15/05/2020,Clean Pull,3,70,,Clean and Jerk
15/05/2020,Clean Pull,3,70,,Clean and Jerk
15/05/2020,Press in Split,5,20,,Clean and Jerk
15/05/2020,Press in Split,5,40,,Clean and Jerk
15/05/2020,Press in Split,5,40,,Clean and Jerk
15/05/2020,Press in Split,5,40,,Clean and Jerk
15/05/2020,Press in Split,5,40,,Clean and Jerk
15/05/2020,Press in Split,5,40,,Clean and Jerk
17/05/2020,Back Squat,3,40,,Clean and Jerk
17/05/2020,Back Squat,3,60,,Clean and Jerk
17/05/2020,Back Squat,3,70,,Clean and Jerk
17/05/2020,Back Squat,3,70,,Clean and Jerk
17/05/2020,Back Squat,3,70,,Clean and Jerk
17/05/2020,Back Squat,3,70,,Clean and Jerk
17/05/2020,Back Squat,3,70,,Clean and Jerk
17/05/2020,Clean Pull Hover,3,70,,Clean and Jerk
17/05/2020,Clean Pull Hover,3,70,,Clean and Jerk
17/05/2020,Clean Pull Hover,3,70,,Clean and Jerk
17/05/2020,Clean Pull Hover,3,70,,Clean and Jerk
17/05/2020,Clean Pull Hover,3,70,,Clean and Jerk
20/05/2020,Back Squat,3,20,,Clean and Jerk
20/05/2020,Back Squat,3,40,,Clean and Jerk
20/05/2020,Back Squat,3,60,,Clean and Jerk
20/05/2020,Back Squat,3,80,,Clean and Jerk
20/05/2020,Back Squat,3,90,,Clean and Jerk
20/05/2020,Back Squat,3,90,,Clean and Jerk
20/05/2020,Back Squat,3,90,,Clean and Jerk
20/05/2020,Back Squat,3,90,,Clean and Jerk
20/05/2020,Back Squat,3,90,,Clean and Jerk
20/05/2020,Snatch Pull,3,60,,Snatch
20/05/2020,Snatch Pull,3,90,,Snatch
20/05/2020,Snatch Pull,3,90,,Snatch
20/05/2020,Snatch Pull,3,90,,Snatch
20/05/2020,Snatch Pull,3,90,,Snatch
20/05/2020,Snatch Pull,3,90,,Snatch
20/05/2020,Seated Press,5,50,,Clean and Jerk
20/05/2020,Seated Press,5,50,,Clean and Jerk
20/05/2020,Seated Press,5,50,,Clean and Jerk
20/05/2020,Seated Press,5,50,,Clean and Jerk
20/05/2020,Seated Press,5,50,,Clean and Jerk
22/05/2020,Front Squat,3,20,,Clean and Jerk
22/05/2020,Front Squat,3,40,,Clean and Jerk
22/05/2020,Front Squat,3,60,,Clean and Jerk
22/05/2020,Front Squat,3,80,,Clean and Jerk
22/05/2020,Front Squat,3,90,,Clean and Jerk
22/05/2020,Front Squat,1,100,,Clean and Jerk
